5.wwaSelection2.clothes.hard.answer0,"Ich notiere ein halbes Jahr lang, welche Kleider ich trage. Was ich in dieser Zeit nicht anziehe, verschenke ich oder gebe es in den Secondhand-Handel.","Je note pendant six mois quels vêtements je porte. Ceux que je n’ai pas mis pendant ce temps, je les donne à quelqu’un ou les apporte dans une boutique de seconde main.",For the next six months I will keep a record of all the clothes I wear. Any items I don’t wear during that period will be brought to a charity or second-hand shop.,,
5.wwaSelection2.clothes.hard.answer1,Ich veranstalte in den nächsten drei Monaten eine Kleidertauschparty mit meinem Freundeskreis und meinen Bekannten.,J’organise dans les trois mois une soirée troc de vêtements avec mon cercle d’amis et de copains/copines.,I will organise a clothes-swapping party with friends and family in the next three months.,,
5.wwaSelection2.clothes.hard.answer2,Ich kaufe ab Montag für ein halbes Jahr keine neuen Kleider mehr.,"À partir de lundi, je n’achète plus de nouveaux vêtements pendant six mois.",For six months from Monday I will stop buying new clothes.,,
5.wwaSelection2.clothes.hard.answer3,Ab Montag kaufe ich nur noch Kleider aus Naturfasern.,"À partir de lundi, je n’achète plus que des vêtements en fibres naturelles.",From Monday I will only buy clothes made of natural fibres.,,
5.wwaSelection2.clothes.hard.answer4,"Ab Montag plane ich meine Kleiderkäufe voraus und betrete einen Laden nur dann, wenn ich vorher weiss, was ich brauche.","À partir de lundi, je planifie mes achats de vêtements et n’entre plus dans un magasin que si jְ’ai besoin de quelque chose.",From Monday I will plan my clothes shopping and will only visit a clothes shop to buy the specific item or items I need.,,
,,,,,
5.wwaSelection2.clothes.medium.answer0,Ich kaufe ab nächsten Montag ein Jahr lang nur noch Bio-Baumwollkleider.,"À partir de lundi, je n’achète plus que des vêtements en coton bio pendant un an.","For a period of one year from Monday, I will only buy organic cotton clothes.",,
5.wwaSelection2.clothes.medium.answer1,"Ich lasse im nächsten halben Jahr drei Kleidungsstücke flicken, statt Ersatz zu kaufen.",Je fais repriser trois vêtements pendant six mois plutôt que de les remplacer par de nouveaux.,Over the next six months I will have three of my clothes items mended instead of replacing them.,,
5.wwaSelection2.clothes.medium.answer2,In den nächsten sechs Monaten kaufe ich keine neuen Schuhe.,Je n’achète plus de nouvelles chaussures pendant six mois.,I will stop buying new shoes for the next six months.,,
5.wwaSelection2.clothes.medium.answer3,Ich reduziere meine Bestellungen im Onlinehandel auf acht Pakete im Jahr.,Je réduis mes commandes sur Internet à huit paquets par an.,I will reduce my online shopping to eight parcels a year.,,
5.wwaSelection2.clothes.medium.answer4,Im nächsten halben Jahr bevorzuge ich beim Einkaufen ökologisch produzierte Kleidung.,Je privilégie pendant six mois l’achat de vêtements produits de manière écologique.,Over the next six months I will preferably buy clothes from eco-friendly production.,,
,,,,,
5.wwaSelection2.clothes.easy.answer0,Im nächsten Monat putze und pflege ich alle meine Schuhe mindestens einmal.,Je nettoie et j’entretiens toutes mes chaussures au moins une fois le mois prochain.,Over the next month I will clean and look after my shoes at least once.,,
5.wwaSelection2.clothes.easy.answer1,Ich trage meine Winterjacke oder meinen Wintermantel eine Saison länger.,Je porte mon manteau ou ma veste d’hiver une saison de plus.,I will hold on to my winter coat for another year.,,
5.wwaSelection2.clothes.easy.answer2,"Bis in zwei Wochen kenne ich zwei Möglichkeiten, Kleider auszuleihen oder zu mieten.","D’ici deux semaines, je connaîtrai deux moyens d’emprunter ou de louer des vêtements.",In two weeks’ time I will have found two places where I can borrow or rent clothes.,,
5.wwaSelection2.clothes.easy.answer3,Bei meiner nächsten Jeans achte ich auf gute Qualität und kaufe nur ein Stück.,"La prochaine fois, j’achète une seule paire de jeans de bonne qualité.",The next time I buy a new pair of denim trousers I will make sure they are of good quality and will only buy one pair.,,
5.wwaSelection2.clothes.easy.answer4,Bei meiner nächsten Onlinebestellung wähle ich einen ökologischen Anbieter.,"La prochaine fois que je passe une commande sur Internet, je choisis une marque écologique.","When I place my next online order, I will choose an eco-friendly brand.",,
,,,,,
5.wwaSelection2.living.hard.answer0,Ich setze mich während der nächsten drei Monate für ökologischen Strom bei mir zu Hause ein.,Je m’engage pendant trois mois pour que le courant utilisé chez moi soit écologique.,Over the next three months I will do my best to make sure that the electricity in my home is eco-friendly.,,
5.wwaSelection2.living.hard.answer1,Ich setze mich während der nächsten drei Monate für eine fossilfreie Heizung bei mir zu Hause ein.,Je m’engage pendant trois mois en faveur d’un chauffage sans énergie fossile dans mon logement.,Over the next three months I will do my best to make sure that the heating system in my home is free of fossil fuels.,,
5.wwaSelection2.living.hard.answer2,Ich kaufe ein Jahr lang keine neuen Haushaltsgegenstände.,Je n’achète rien de nouveau pour mon logement pendant un an.,I will not buy any new household items in the next twelve months.,,
5.wwaSelection2.living.hard.answer3,Ich dusche im Sommerhalbjahr nur kalt.,Je ne prends que des douches froides pendant les mois d’été.,I will only have cold showers in the summer months.,,
5.wwaSelection2.living.hard.answer4,Ich reduziere meinen Abfall bis in einem halben Jahr um mindestens ein Drittel.,Je réduis d’au moins un tiers ma production de déchets pendant les six prochains mois.,In six months’ time I will have reduced my waste by at least one third.,,
,,,,,
5.wwaSelection2.living.medium.answer0,Ab Montag wasche ich nur noch mit 30° statt 40° und 60° statt 95°.,"À partir de lundi, je lave à 30° au lieu de 40° et à 60° au lieu de 95°.",From Monday I will wash everything at 30° instead of 40° and at 60° instead of 95°.,,
5.wwaSelection2.living.medium.answer1,Ich kaufe drei Monate lang keine Billigprodukte «made in Asia».,Je n’achète plus de trucs bon marché «made in Asia» pendant trois mois.,For the next three months I will not buy any cheap items “made in Asia”.,,
5.wwaSelection2.living.medium.answer2,Ich reduziere die Wärme in meiner Wohnung um ein Grad.,Je réduis la température de mon appartement de 1 degré.,I will turn down the heating in my apartment by one degree.,,
5.wwaSelection2.living.medium.answer3,Ich schalte ab nächsten Montag alle Elektrogeräte bei mir zu Hause ganz aus (kein Stand-by).,"À partir de lundi, j’arrête tous les appareils électriques chez moi (pas de mode veille).",From Monday I will turn off all my electronic devices (not on standby).,,
5.wwaSelection2.living.medium.answer4,Ab Montag lege ich jede Woche einen streamingfreien Tag ein.,"À partir de lundi, je passe une journée par semaine sans streaming.",From Monday I will have one streaming-free day every week.,,
,,,,,
5.wwaSelection2.living.easy.answer0,Ich montiere bis in einem Monat eine Wassersparbrause in meiner Dusche.,"D’ici un mois, je monte un pommeau de douche éco dans ma salle de bain.",By this time next month I will have installed a water-saving shower head.,,
5.wwaSelection2.living.easy.answer1,"Ich bringe in den nächsten vier Wochen alle Haushaltsgeräte, die sich nicht mehr reparieren lassen, zum Recycling.","Pendant les quatre prochaines semaines, j’apporte au recyclage tous les appareils ménagers qui ne peuvent être réparés.",Over the next four weeks I will recycle all household appliances that cannot be repaired.,,
5.wwaSelection2.living.easy.answer2,Ich schaffe mir bis in einem Monat einen Wasserkocher an und verzichte auf die Pfanne auf dem Herd.,"D’ici un mois, j’achète une bouilloire et je renonce à faire chauffer de l’eau dans une casserole.",By this time next month I will have purchased a kettle and will no longer boil water in a pan.,,
5.wwaSelection2.living.easy.answer3,"Ich nutze ab nächsten Montag Verpackungen (Beutel, Folien, Gläser etc.) mehrmals.","À partir de lundi, j’utilise les emballages plusieurs fois (sachets, film plastique, verres, etc.).","From Monday I will reuse any packaging (bags, foil, glass jars, etc.) several times.",,
5.wwaSelection2.living.easy.answer4,Ich lüfte in der kalten Jahreszeit nur kurz und verzichte im Sommer auf Klimageräte.,J’aère brièvement pendant les mois d’hiver et je renonce aux climatiseurs l’été.,In the colder months I will air my home for short periods only and in the summer months I will refrain from using air conditioning.,,
,,,,,
5.wwaSelection2.mobility.hard.answer0,Ich verzichte ab Montag für zwei Jahre auf Flüge.,"À partir de lundi, je renonce à l’avion pendant deux ans.",From Monday I will avoid air travel for two years.,,
5.wwaSelection2.mobility.hard.answer1,Ich bewege mich in meiner Freizeit drei Monate lang nur mit Muskelkraft vorwärts.,Je ne me sers plus que de mes muscles pour me déplacer pour mes loisirs pendant trois mois.,For the next three months I will only use my own muscles to move around in my spare time.,,
5.wwaSelection2.mobility.hard.answer2,Ich fahre in den nächsten drei Monaten nicht Auto.,Je ne prends plus ma voiture pendant trois mois.,For the next three months I will not use my car.,,
5.wwaSelection2.mobility.hard.answer3,"Bei meiner nächsten grossen Reise achte ich darauf, alle Wege mit umweltschonenden Verkehrsmitteln zurückzulegen.","Lors de mon prochain grand voyage, je veille à faire tous mes trajets par des moyens de transport qui ménagent l’environnement.",On my next longer journey I will make sure to use eco-friendly modes of transport only.,,
5.wwaSelection2.mobility.hard.answer4,Ich schaffe ein ÖV-Abo an.,J’achète un abonnement de transport.,I will purchase a public transport season ticket.,,
,,,,,
5.wwaSelection2.mobility.medium.answer0,Ich plane meine nächsten Auslandferien mit der Bahn.,Je planifie mes prochaines vacances à l’étranger avec le train.,I will travel by train to my next foreign holiday destination.,,
5.wwaSelection2.mobility.medium.answer1,Ich lasse das Auto zwei Tage in der Woche stehen.,Je renonce à la voiture deux jours par semaine.,I will refrain from using my car on two days every week.,,
5.wwaSelection2.mobility.medium.answer2,Ich bewege mich in meiner Freizeit einen Monat lang nur mit Muskelkraft.,Je ne me sers plus que de mes muscles pour me déplacer pour mes loisirs pendant un mois.,For one month I will only use my own muscles to move around in my spare time.,,
5.wwaSelection2.mobility.medium.answer3,Ich bestreite einen Monat lang alle Alltagserledigungen mit dem ÖV oder dem Velo.,Je ne me sers plus que des transports publics ou de mon vélo dans la vie quotidienne pendant un mois.,For one month I will run all my errands by public transport or bicycle.,,
5.wwaSelection2.mobility.medium.answer4,Ich verbringe meine nächsten Ferien in der Schweiz.,Je passe mes prochaines vacances en Suisse.,I will spend my next holidays in Switzerland.,,
,,,,,
5.wwaSelection2.mobility.easy.answer0,Ab nächsten Montag lege ich drei autofreie Tage im Monat ein.,"À partir de lundi, je renonce à ma voiture trois jours par mois.",From Monday I will refrain from using my car on three days every month.,,
5.wwaSelection2.mobility.easy.answer1,Ich verzichte im nächsten Jahr auf einen Kurzstreckenflug.,Je renonce à un vol court l’année prochaine.,I will reduce my air travel by one short-haul flight in the next twelve months.,,
5.wwaSelection2.mobility.easy.answer2,In den nächsten vier Wochen putze ich mein Velo oder lasse einen Service machen.,Je nettoie mon vélo ou fais faire un service dans les quatre prochaines semaines.,Over the next four weeks I will clean my bicycle or have it serviced.,,
5.wwaSelection2.mobility.easy.answer3,In den nächsten drei Monaten mache ich zwei Ausflüge ohne Auto.,Je fais deux excursions sans voiture dans les trois prochains mois.,Over the next three months I will plan two outings without the car.,,
5.wwaSelection2.mobility.easy.answer4,"Im nächsten Monat informiere ich mich darüber, wie ich spritsparender fahren kann.",Je m’informe dans le mois prochain sur les moyens d’économiser de l’essence en conduisant.,Over the next month I will find out how to reduce the amount of petrol I use when driving.,,
,,,,,
5.wwaSelection2.food.hard.answer0,Ab nächsten Montag ernähre ich mich drei Monate lang vegan.,"À partir de lundi, je mange végane pendant trois mois.",From Monday I will switch to a vegan diet for three months.,,
5.wwaSelection2.food.hard.answer1,Ab nächsten Montag ernähre ich mich drei Monate lang vegetarisch.,"À partir de lundi, je mange végétarien pendant trois mois.",From Monday I will switch to a vegetarian diet for three months.,,
5.wwaSelection2.food.hard.answer2,Im nächsten halben Jahr kaufe ich nur saisonales Gemüse und saisonale Früchte.,Je n’achète plus que des fruits et légumes de saison pendant les six prochains mois.,Over the next six months I will only buy fruit and vegetables that are in season.,,
5.wwaSelection2.food.hard.answer3,In den nächsten zwei Monaten werfe ich keine Lebensmittel weg.,Je ne jette plus de nourriture pendant les deux prochains mois.,Over the next two months I will not throw out any food.,,
5.wwaSelection2.food.hard.answer4,Ab nächsten Montag konsumiere ich einen Monat lang keine Milchprodukte.,"À partir de lundi, je ne consomme plus de produits laitiers pendant un mois.",From Monday I will refrain from consuming dairy products for one month.,,
,,,,,
5.wwaSelection2.food.medium.answer0,Ich ernähre mich einen Monat lang an einem Tag pro Woche vegan.,Je mange végane un jour par semaine pendant un mois.,I will adhere to a vegan diet once a week for one month.,,
5.wwaSelection2.food.medium.answer1,Ab nächsten Montag lege ich jede Woche einen fleischlosen Tag ein.,"À partir de lundi, je mange sans viande un jour par semaine.","From Monday, I will have one meat-free day every week.",,
5.wwaSelection2.food.medium.answer2,Im nächsten Monat kaufe ich nur saisonales Gemüse und saisonale Früchte.,Je n’achète plus que des fruits et légumes de saison le mois prochain.,Next month I will only buy fruit and vegetables that are in season.,,
5.wwaSelection2.food.medium.answer3,"Ich bringe ab nächsten Montag das Geschirr selbst mit, wenn ich Take-away hole.","À partir de lundi, j’apporte mon récipient quand j’achète un plat à l’emporter.",From Monday I will bring my own containers to buy takeaway food.,,
5.wwaSelection2.food.medium.answer4,Im nächsten Monat probiere ich drei neue vegetarische Menüs aus.,J’essaie trois nouveaux plats végétariens le mois prochain.,I will try three new vegetarian dishes next month.,,
,,,,,
5.wwaSelection2.food.easy.answer0,Ab nächsten Montag verzichte ich für eine Woche auf Take-away.,Je renonce aux plats à l’emporter pendant une semaine le mois prochain.,From next Monday I will refrain from eating takeaway food for one week.,,
5.wwaSelection2.food.easy.answer1,"In den nächsten zwei Wochen schreibe ich für jeden Einkauf eine Liste und kaufe nur, was darauf steht.",Je fais une liste de course et n’achète plus que les produits qui y sont notés pendant les deux prochaines semaines.,Over the next two weeks I will write a list every time I go shopping and I will only buy what is on the list.,,
5.wwaSelection2.food.easy.answer2,Nächste Woche klebe ich eine Anleitung zur richtigen Lagerung von Lebensmitteln an den Kühlschrank.,"La semaine prochaine, je colle sur mon réfrigérateur des instructions sur l’emplacement des produits.",Next week I will put up instructions on my fridge on how to store food correctly.,,
5.wwaSelection2.food.easy.answer3,Ich esse einen Monat lang einmal pro Woche vegetarisch.,Je mange végétarien une fois par semaine pendant un mois.,I will eat vegetarian food once a week for one month.,,
5.wwaSelection2.food.easy.answer4,Im nächsten Monat probiere ich ein neues vegetarisches Menü aus.,J’essaie un nouveau plat végétarien le mois prochain.,I will try a new vegetarian dish next month.,,
,,,,,
5.wwaSelection2.special.answer0,Im nächsten halben Jahr unterstütze ich eine Umweltinitiative mit Zeit oder Geld.,"Dans les six prochains mois, je soutiens une initiative en faveur de l’environnement en donnant du temps ou de l’argent.",Over the next six months I will support an environmental initiative by contributing either time or money.,,
5.wwaSelection2.special.answer1,In den nächsten drei Monaten führe ich mit drei Leuten ein ausführliches Gespräch über Umweltthemen.,"Dans les trois prochains mois, je discute à fond de thématiques environnementales avec trois personnes.",Over the next three months I will have an in-depth discussion about the environment with three people.,,
5.wwaSelection2.special.answer2,"Im nächsten halben Jahr schlage ich an meinem Arbeitsplatz zwei Massnahmen vor, um ökologischer zu werden.","Dans les six prochains mois, je propose deux mesures pour être plus écologique au travail.",Over the next six months I will propose two eco-friendly measures at my workplace.,,
5.wwaSelection2.special.answer3,"Ich gründe am Arbeitsplatz, in der Schule oder an meinem Wohnort eine Arbeitsgruppe für mehr Umweltschutz.","Je créé un groupe de travail, à l’école, là où j’habite ou au travail, en vue de mieux protéger l’environnement.","I will start a working group for more environmental protection at my workplace, school or place of residence.",,
5.wwaSelection2.special.answer4,Ich engagiere mich eine Woche lang aktiv für ein Umweltprojekt.,Je m’engage activement pendant une semaine en faveur d’un projet environnemental.,I will become actively involved in an environmental project for one week.,,
,,,,,
email,"Hallo

Herzlichen Dank, dass du unsere Ausstellung Planetopia - Raum für Weltwandel besucht und ein Weltwandelsabkommen abgeschlossen hast. Du bist super!

Im Anhang findest du dein Abkommen als PDF. Du kannst es ausdrucken, unterschreiben und bei dir aufhängen. Zum Beispiel am Kühlschrank, damit du es nicht vergisst &#128521;. Vielleicht kannst du sogar andere Leute zum Mitmachen ermuntern.

Wir wünschen dir viel Erfolg beim Welwandel! Zusammen sind wir viele!

Museum für Kommunikation
Helvetiastrasse 16, CH – 3000 Bern 6
<a href=""https://www.mfk.ch"">www.mfk.ch</a>
<a href=""https://www.planetopia.ch"">www.planetopia.ch</a>
 
Ausgezeichnet mit dem Museumspreis 2019 des Europarats!

<a href=""https://www.facebook.com/mfkbern"">Facebook</a> <a href=""https://www.instagram.com/mfk_bern/"">Instagram</a> <a href=""https://twitter.com/mfk_bern"">Twitter</a> <a href=""https://www.youtube.com/channel/UC4gi5fBFf5OY9hfP1gmkVVQ/"">Youtube</a>","Hello,

Un grand merci d'avoir visité notre exposition Planetopia - Place au changement mondial et d'avoir conclu un accord sur le changement mondial. Tu es super!

Tu trouveras ci-joint ton accord au format PDF. Tu peux l'imprimer, le signer et l'accrocher chez toi. Par ex. sur le frigidaire, pour ne pas l'oublier &#128521;. Peut-être que tu peux aussi encourager d'autres personnes à participer.

Nous te souhaitons beaucoup de succès dans le changement mondial! Ensemble, nous sommes nombreux!

Musée de la communication
Helvetiastrasse 16, CH – 3000 Berne 6
<a href=""https://www.mfk.ch"">www.mfk.ch</a>
<a href=""https://www.planetopia.ch"">www.planetopia.ch</a>
 
Distingué par le Prix du musée 2019 du Conseil de l'Europe!
 
<a href=""https://www.facebook.com/mfkbern"">Facebook</a> <a href=""https://www.instagram.com/mfk_bern/"">Instagram</a> <a href=""https://twitter.com/mfk_bern"">Twitter</a> <a href=""https://www.youtube.com/channel/UC4gi5fBFf5OY9hfP1gmkVVQ/"">Youtube</a>","Hello

Thank you for visiting our exhibition Planetopia - Space for World Change and for signing a world change agreement. You are super!

Please find attached your agreement in PDF. You can print it out, sign it and put it up at home. On the fridge, for instance, so you don't forget  &#128521;. Perhaps you can even encourage other people to take part as well.

We wish you all the best for your world change! Together we are many!

Museum of Communication
Helvetiastrasse 16, CH – 3000 Bern 6
<a href=""https://www.mfk.ch"">www.mfk.ch</a>
<a href=""https://www.planetopia.ch"">www.planetopia.ch</a>
 
Winner of the 2019 Council of Europe Museum Prize!
 
<a href=""https://www.facebook.com/mfkbern"">Facebook</a> <a href=""https://www.instagram.com/mfk_bern/"">Instagram</a> <a href=""https://twitter.com/mfk_bern"">Twitter</a> <a href=""https://www.youtube.com/channel/UC4gi5fBFf5OY9hfP1gmkVVQ/"">Youtube</a>",,
,,,,,
,,,,,
,,,,,
0.insect1,Ich bin ein Abendpfauenauge.,Je suis un Sphinx demi-paon.,I am an eyed hawkmoth.,,
0.insect2,Ich bin ein Alpenbock.,Je suis une Rosalie des Alpes.,I am an Alpine longhorn beetle.,,
0.insect3,Ich bin eine Alpenschrecke.,Je suis une Decticelle montagnarde.,I am a bush cricket of the species Anonconotus alpinus.,,
0.insect4,Ich bin eine Berglandhummel.,Je suis un Bourdon montagnard.,I am a bilberry bumblebee.,,
0.insect5,Ich bin ein Berg-Sandlaufkäfer.,Je suis une Cicindèle des bois.,I am a ground beetle of the species Cicindela sylvicola.,,
0.insect6,Ich bin eine Blaue Federlibelle.,Je suis un Agrion à larges pattes.,I am a white-legged damselfly.,,
0.insect7,Ich bin eine Blaugrüne Mosaikjungfer.,Je suis une Æschne bleue.,I am a southern hawker.,,
0.insect8,Ich bin eine Blauschwarze Holzbiene.,Je suis une Abeille charpentière.,I am a violet carpenter bee.,,
0.insect9,Ich bin eine Büffelzirpe.,Je suis une Cicadelle bison.,I am a buffalo treehopper.,,
0.insect10,Ich bin ein Bunter Grashüpfer.,Je suis un Criquet verdelet.,I am a common green grasshopper.,,
0.insect11,Ich bin eine Dornzikade.,Je suis un Demi-diable.,I am a thorn-hopper.,,
0.insect12,Ich bin ein Eichenwidderbock.,Je suis un Clyte arqué.,I am a beetle of the species Plagionotus arcuatus.,,
0.insect13,Ich bin eine Feldgrille.,Je suis un Grill champêtre.,I am a field cricket.,,
0.insect14,Ich bin ein Feldmaikäfer.,Je suis un Hanneton commun.,I am a common cockchafer.,,
0.insect15,Ich bin eine Gebänderte Prachtlibelle.,Je suis un Caloptéryx éclatant.,I am a banded demoiselle.,,
0.insect16,Ich bin ein Gebänderter Pinselkäfer.,Je suis une Trichie fasciée.,I am a Eurasian bee beetle.,,
0.insect17,Ich bin eine Gelbe Dungfliege.,Je suis un Scatophage du fumier.,I am a yellow dung fly.,,
0.insect18,Ich bin eine Gelbfüssige Kamelhalsfliege.,Je suis une Dichrostigma flavipes.,I am a snake fly of the species Dichrostigma flavipes.,,
0.insect19,Ich bin eine Goldene Schneckenhausbiene.,Je suis une Osmia aurulenta.,I am a mason bee of the species Osmia aurulenta.,,
0.insect20,Ich bin ein Grosser Wollschweber.,Je suis un Grand bombyle.,I am a large bee fly.,,
0.insect21,Ich bin eine Hainschwebfliege.,Je suis un Syrphe ceinturé.,I am a marmalade hoverfly.,,
0.insect22,Ich bin ein Haselblattroller.,Je suis un Apodère du noisetier.,I am a hazel-leaf roller weevil.,,
0.insect23,Ich bin eine Juni-Langhornbiene.,Je suis un Eucère à longues antennes.,I am a long-horned bee of the species Eucera longicornis.,,
0.insect24,Ich bin eine Punktierte Zartschrecke.,Je suis une Leptophye ponctuée.,I am a speckled bush cricket.,,
0.insect25,Ich bin ein Rosen-Flechtenbärchen.,Je suis une Rosette.,I am a rosy footman.,,
0.insect26,Ich bin eine Schwarze Mörtelbiene.,Je suis une Abeille maçonne à poils roux.,I am a bee of the species Megachile parietina.,,
0.insect27,Ich bin eine Schwarzfühler-Hakenwespe.,Je suis un Ancistrocerus aux cornes noires.,I am a potter wasp of the species Ancistrocerus nigricornis.,,
0.insect28,Ich bin ein Schwarzfühleriger Totengräber.,Je suis un Nécrophore imitateur.,I am a burying beetle of the species Nicrophorus vespilloides.,,
0.insect29,Ich bin ein Seidiger Glanzrüssler.,Je suis un Charançon vert soyeux.,I am a green immigrant leaf weevil.,,
0.insect30,Ich bin eine Senf-Blauschillersandbiene.,Je suis une Andrena agilissima.,I am a mining bee of the species Andrena agilissima.,,
1.insect1,Ich gehöre zur Ordnung der Schmetterlinge und habe eine Flügelspannweite von 6 bis 9 Zentimetern.,J’appartiens à l’ordre des Lépidoptères et mes ailes ont une envergure de 6 à 9 centimètres.,I belong to the Lepidoptera order of insects and have a wingspan of 6 to 9 centimetres.,,
1.insect2,Ich gehöre zur Ordnung der Käfer und bin 18 bis 38 Millimeter lang.,J’appartiens à l’ordre des Coléoptères et je mesure 18 à 38 millimètres.,I belong to the Coleoptera order of insects and am 18 to 38 millimetres long.,,
1.insect3,Ich gehöre zur Ordnung der Heuschrecken und bin 16 bis 23 Millimeter lang.,J’appartiens à l’ordre des Orthoptères et je mesure 16 à 23 millimètres.,I belong to the Orthoptera order of insects and am 16 to 23 millimetres long.,,
1.insect4,Ich gehöre zur Ordnung der Hautflügler und bin 9 bis 16 Millimeter lang.,J’appartiens à l’ordre des Hyménoptères et je mesure 9 à 16 millimètres.,I belong to the Hymenoptera order of insects and am 9 to 16 millimetres long.,,
1.insect5,Ich gehöre zur Ordnung der Käfer und bin 12 bis 17 Millimeter lang.,J’appartiens à l’ordre des Coléoptères et je mesure 12 à 17 millimètres.,I belong to the Coleoptera order of insects and am 12 to 17 millimetres long.,,
1.insect6,"Ich gehöre zur Ordnung der Libellen, bin etwa 3,5 Zentimeter lang und habe eine Flügelspannweite von 4,5 Zentimetern.","J’appartiens à l’ordre des Odonates, je mesure environ 3,5 centimètres et mes ailes ont une envergure de 4,5 centimètres.","I belong to the Odonata order of insects, am approximately 3.5 centimetres long and have a wingspan of 4.5 centimetres.",,
1.insect7,"Ich gehöre zur Ordnung der Libellen, bin 7 bis 8 Zentimeter lang und habe eine Flügelspannweite von bis zu 11 Zentimetern.","J’appartiens à l’ordre des Odonates, je mesure 7 à 8 centimètres et mes ailes ont une envergure pouvant atteindre 11 centimètres.","I belong to the Odonata order of insects, am 7 to 8 centimetres long and have a wingspan of up to 11 centimetres.",,
1.insect8,Ich gehöre zur Ordnung der Hautflügler und bin 20 bis 28 Millimeter lang und ganz dunkel.,"J’appartiens à l’ordre des Hyménoptères, je mesure 20 à 28 millimètres et je suis très foncé.","I belong to the Hymenoptera order of insects, am 20 to 28 millimetres long and very dark in colour.",,
1.insect9,Ich gehöre zur Ordnung der Zikaden und bin 6 bis 9 Millimeter lang.,J’appartiens à l’ordre des Hémiptères et je mesure 6 à 9 millimètres.,I belong to the Hemiptera order of insects and am 6 to 9 millimetres long.,,
1.insect10,Ich gehöre zur Ordnung der Heuschrecken und bin 13 bis 24 Millimeter lang.,J’appartiens à l’ordre des Orthoptères et je mesure 13 à 24 millimètres.,I belong to the Orthoptera order of insects and am 13 to 24 millimetres long.,,
1.insect11,Ich gehöre zur Ordnung der Zikaden und bin 7 bis 10 Millimeter lang.,J’appartiens à l’ordre des Hémiptères et je mesure 7 à 10 millimètres.,I belong to the Hemiptera order of insects and am 7 to 10 millimetres long.,,
1.insect12,Ich gehöre zur Ordnung der Käfer und bin 8 bis 20 Millimeter lang.,J’appartiens à l’ordre des Coléoptères et je mesure 8 à 20 millimètres.,I belong to the Coleoptera order of insects and am 8 to 20 millimetres long.,,
1.insect13,Ich gehöre zur Ordnung der Heuschrecken und bin 20 bis 26 Millimeter lang.,J’appartiens à l’ordre des Orthoptères et je mesure 20 à 26 millimètres.,I belong to the Orthoptera order of insects and am 20 to 26 millimetres long.,,
1.insect14,Ich gehöre zur Ordnung der Käfer und bin 2 bis 3 Zentimeter lang.,J’appartiens à l’ordre des Coléoptères et je mesure 2 à 3 centimètres.,I belong to the Coleoptera order of insects and am 20 to 30 millimetres long.,,
1.insect15,"Ich gehöre zur Ordnung der Libellen, bin etwa 5 Zentimeter lang und habe eine Flügelspannweite von etwa 7 Zentimetern.","J’appartiens à l’ordre des Odonates, je mesure environ 5 centimètres et mes ailes ont une envergure d’environ 7 centimètres.","I belong to the Odonata order of insects, am approximately 5 centimetres long and have a wingspan of around 7 centimetres.",,
1.insect16,Ich gehöre zur Ordnung der Käfer und bin 9 bis 12 Millimeter lang.,J’appartiens à l’ordre des Coléoptères et je mesure 9 à 12 millimètres.,I belong to the Coleoptera order of insects and am 9 to 12 millimetres long.,,
1.insect17,Ich gehöre zur Ordnung der Zweiflügler und bin 6 bis 12 Millimeter lang.,J’appartiens à l’ordre des Diptères et je mesure 6 à 12 millimètres.,I belong to the Diptera order of insects and am 6 to 12 millimetres long.,,
1.insect18,Ich gehöre zur Ordnung der Kamelhalsfliegen und bin 8 bis 20 Millimeter lang.,J’appartiens à l’ordre des Raphidioptères et je mesure 8 à 20 millimètres.,I belong to the Raphidioptera order of insects and am 8 to 20 millimetres long.,,
1.insect19,Ich gehöre zur Ordnung der Hautflügler und bin 8 bis 10 Millimeter lang.,J’appartiens à l’ordre des Hyménoptères et je mesure 8 à 10 millimètres.,I belong to the Hymenoptera order of insects and am 8 to 10 millimetres long.,,
1.insect20,Ich gehöre zur Ordnung der Zweiflügler und bin 8 bis 12 Millimeter lang.,J’appartiens à l’ordre des Diptères et je mesure 8 à 12 millimètres.,I belong to the Diptera order of insects and am 8 to 12 millimetres long.,,
1.insect21,Ich gehöre zur Ordnung der Zweiflügler und bin 7 bis 12 Millimeter lang.,J’appartiens à l’ordre des Diptères et je mesure 7 à 12 millimètres.,I belong to the Diptera order of insects and am 7 to 12 millimetres long.,,
1.insect22,Ich gehöre zur Ordnung der Käfer und bin 6 bis 8 Millimeter lang.,J’appartiens à l’ordre des Coléoptères et je mesure 6 à 8 millimètres.,I belong to the Coleoptera order of insects and am 6 to 8 millimetres long.,,
1.insect23,Ich gehöre zur Ordnung der Hautflügler und bin 12 bis 15 Millimeter lang.,J’appartiens à l’ordre des Hyménoptères et je mesure 12 à 15 millimètres.,I belong to the Hymenoptera order of insects and am 12 to 15 millimetres long.,,
1.insect24,Ich gehöre zur Ordnung der Heuschrecken und bin 10 bis 18 Millimeter lang.,J’appartiens à l’ordre des Orthoptères et je mesure 10 à 18 millimètres.,I belong to the Orthoptera order of insects and am 10 to 18 millimetres long.,,
